response,slide_type,slide_number,workerid,Answer.condition,image,audio,Answer.time_in_minutes
"[1537, 'Yes']",trial_2,63,27,age2-noQUD,13,summa.wav,12.979266666666666
"[1970, 'Yes']",trial_2,64,27,age2-noQUD,5,two.wav,12.979266666666666
"[1883, 'Yes']",trial_2,65,27,age2-noQUD,13,summa.wav,12.979266666666666
"[1835, 'No']",trial_2,66,27,age2-noQUD,0,all.wav,12.979266666666666
"[2762, 'Yes']",trial_2,67,27,age2-noQUD,2,two.wav,12.979266666666666
"[4306, 'Yes']",trial_2,68,27,age2-noQUD,11,eleven.wav,12.979266666666666
"[2032, 'Yes']",trial_2,69,27,age2-noQUD,8,eight.wav,12.979266666666666
"[1964, 'Yes']",trial_2,70,27,age2-noQUD,11,summa.wav,12.979266666666666
"[1508, 'Yes']",trial_2,71,27,age2-noQUD,5,five.wav,12.979266666666666
"[1575, 'Yes']",trial_2,72,27,age2-noQUD,13,all.wav,12.979266666666666
"[1664, 'Yes']",trial_2,73,27,age2-noQUD,13,summa.wav,12.979266666666666
"[2168, 'No']",trial_2,74,27,age2-noQUD,0,summa.wav,12.979266666666666
"[1656, 'Yes']",trial_2,75,27,age2-noQUD,13,all.wav,12.979266666666666
"[1975, 'No']",trial_2,76,27,age2-noQUD,2,none.wav,12.979266666666666
"[1699, 'Yes']",trial_2,77,27,age2-noQUD,0,none.wav,12.979266666666666
"[1878, 'Yes']",trial_2,78,27,age2-noQUD,13,five.wav,12.979266666666666
"[2078, 'No']",trial_2,79,27,age2-noQUD,2,twelve.wav,12.979266666666666
"[2429, 'No']",trial_2,80,27,age2-noQUD,5,nine.wav,12.979266666666666
"[1778, 'Yes']",trial_2,81,27,age2-noQUD,8,two.wav,12.979266666666666
"[1711, 'No']",trial_2,82,27,age2-noQUD,11,all.wav,12.979266666666666
"[0, 'Linda']",bot_check,1,28,age2-noQUD,Linda,,13.89825
"[0, 'Four']",audio_check,3,28,age2-noQUD,,,13.89825
"[12004, 'No']",practice_trial,6,28,age2-noQUD,13,none.wav,13.89825
"[2931, 'Yes']",practice_trial,7,28,age2-noQUD,13,all.wav,13.89825
"[2589, 'No']",practice_trial,8,28,age2-noQUD,0,all.wav,13.89825
"[3110, 'Yes']",practice_trial,9,28,age2-noQUD,0,none.wav,13.89825
"[5674, 'Yes']",trial_1,11,28,age2-noQUD,8,eight.wav,13.89825
"[2327, 'Yes']",trial_1,12,28,age2-noQUD,8,summa.wav,13.89825
"[1830, 'Yes']",trial_1,13,28,age2-noQUD,2,two.wav,13.89825
"[4877, 'Yes']",trial_1,14,28,age2-noQUD,13,summa.wav,13.89825
"[3259, 'No']",trial_1,15,28,age2-noQUD,5,four.wav,13.89825
"[2448, 'No']",trial_1,16,28,age2-noQUD,8,none.wav,13.89825
"[6901, 'No']",trial_1,17,28,age2-noQUD,13,eight.wav,13.89825
"[2358, 'Yes']",trial_1,18,28,age2-noQUD,13,all.wav,13.89825
"[2150, 'Yes']",trial_1,19,28,age2-noQUD,13,all.wav,13.89825
"[6696, 'No']",trial_1,20,28,age2-noQUD,11,thirteen.wav,13.89825
"[2902, 'No']",trial_1,21,28,age2-noQUD,0,summa.wav,13.89825
"[2320, 'No']",trial_1,22,28,age2-noQUD,0,five.wav,13.89825
"[2013, 'Yes']",trial_1,23,28,age2-noQUD,2,two.wav,13.89825
"[2458, 'Yes']",trial_1,24,28,age2-noQUD,0,none.wav,13.89825
"[2298, 'No']",trial_1,25,28,age2-noQUD,2,all.wav,13.89825
"[2121, 'No']",trial_1,26,28,age2-noQUD,5,all.wav,13.89825
"[6130, 'No']",trial_1,27,28,age2-noQUD,8,eleven.wav,13.89825
"[5468, 'Yes']",trial_1,28,28,age2-noQUD,13,summa.wav,13.89825
"[3355, 'Yes']",trial_1,29,28,age2-noQUD,0,none.wav,13.89825
"[2383, 'No']",trial_1,30,28,age2-noQUD,11,all.wav,13.89825
"[4326, 'No']",trial_1,31,28,age2-noQUD,11,seven.wav,13.89825
"[2534, 'No']",trial_1,32,28,age2-noQUD,0,eleven.wav,13.89825
"[6359, 'Yes']",trial_1,33,28,age2-noQUD,11,eleven.wav,13.89825
"[5048, 'Yes']",trial_1,34,28,age2-noQUD,13,summa.wav,13.89825
"[2711, 'No']",trial_1,35,28,age2-noQUD,11,none.wav,13.89825
"[6200, 'Yes']",trial_1,36,28,age2-noQUD,8,eight.wav,13.89825
"[1813, 'Yes']",trial_1,37,28,age2-noQUD,2,two.wav,13.89825
"[2108, 'No']",trial_1,38,28,age2-noQUD,5,ten.wav,13.89825
"[2440, 'Yes']",trial_1,39,28,age2-noQUD,5,summa.wav,13.89825
"[4035, 'Yes']",trial_1,40,28,age2-noQUD,13,summa.wav,13.89825
"[2190, 'Yes']",trial_1,41,28,age2-noQUD,13,all.wav,13.89825
"[1862, 'No']",trial_1,42,28,age2-noQUD,2,two.wav,13.89825
"[2081, 'No']",trial_1,43,28,age2-noQUD,0,summa.wav,13.89825
"[2612, 'No']",trial_1,44,28,age2-noQUD,0,all.wav,13.89825
"[2547, 'Yes']",trial_1,45,28,age2-noQUD,13,all.wav,13.89825
"[1944, 'Yes']",trial_1,46,28,age2-noQUD,5,five.wav,13.89825
"[2151, 'No']",trial_2,47,28,age2-noQUD,0,summa.wav,13.89825
"[2000, 'No']",trial_2,48,28,age2-noQUD,5,two.wav,13.89825
"[2050, 'Yes']",trial_2,49,28,age2-noQUD,13,all.wav,13.89825
"[2146, 'Yes']",trial_2,50,28,age2-noQUD,13,summa.wav,13.89825
"[2176, 'No']",trial_2,51,28,age2-noQUD,11,one.wav,13.89825
"[2016, 'Yes']",trial_2,52,28,age2-noQUD,2,summa.wav,13.89825
"[1941, 'No']",trial_2,53,28,age2-noQUD,0,none.wav,13.89825
"[1908, 'No']",trial_2,54,28,age2-noQUD,8,all.wav,13.89825
"[2106, 'Yes']",trial_2,55,28,age2-noQUD,13,summa.wav,13.89825
"[4732, 'Yes']",trial_2,56,28,age2-noQUD,8,eight.wav,13.89825
"[5835, 'Yes']",trial_2,57,28,age2-noQUD,2,two.wav,13.89825
"[7805, 'No']",trial_2,58,28,age2-noQUD,13,ten.wav,13.89825
"[1995, 'No']",trial_2,59,28,age2-noQUD,0,three.wav,13.89825
"[3222, 'No']",trial_2,60,28,age2-noQUD,5,all.wav,13.89825
"[1933, 'No']",trial_2,61,28,age2-noQUD,13,none.wav,13.89825
"[2023, 'Yes']",trial_2,62,28,age2-noQUD,13,all.wav,13.89825
"[3929, 'Yes']",trial_2,63,28,age2-noQUD,8,eight.wav,13.89825
"[1874, 'Yes']",trial_2,64,28,age2-noQUD,5,five.wav,13.89825
"[1953, 'Yes']",trial_2,65,28,age2-noQUD,13,summa.wav,13.89825
"[1640, 'Yes']",trial_2,66,28,age2-noQUD,13,all.wav,13.89825
"[3476, 'Yes']",trial_2,67,28,age2-noQUD,8,eight.wav,13.89825
"[2010, 'Yes']",trial_2,68,28,age2-noQUD,11,summa.wav,13.89825
"[1722, 'Yes']",trial_2,69,28,age2-noQUD,13,summa.wav,13.89825
"[2012, 'No']",trial_2,70,28,age2-noQUD,11,all.wav,13.89825
"[1928, 'No']",trial_2,71,28,age2-noQUD,13,five.wav,13.89825
"[1841, 'No']",trial_2,72,28,age2-noQUD,0,none.wav,13.89825
"[2669, 'No']",trial_2,73,28,age2-noQUD,2,twelve.wav,13.89825
"[1813, 'Yes']",trial_2,74,28,age2-noQUD,2,two.wav,13.89825
"[2427, 'No']",trial_2,75,28,age2-noQUD,0,summa.wav,13.89825
"[2147, 'No']",trial_2,76,28,age2-noQUD,8,two.wav,13.89825
"[2355, 'No']",trial_2,77,28,age2-noQUD,2,none.wav,13.89825
"[2418, 'No']",trial_2,78,28,age2-noQUD,0,all.wav,13.89825
"[1824, 'Yes']",trial_2,79,28,age2-noQUD,5,five.wav,13.89825
"[2081, 'Yes']",trial_2,80,28,age2-noQUD,13,all.wav,13.89825
"[2389, 'No']",trial_2,81,28,age2-noQUD,5,nine.wav,13.89825
"[5289, 'Yes']",trial_2,82,28,age2-noQUD,11,eleven.wav,13.89825
"[0, 'Margaret']",bot_check,1,29,age2-noQUD,Margaret,,11.21575
"[0, 'Four']",audio_check,3,29,age2-noQUD,,,11.21575
"[1774, 'No']",practice_trial,6,29,age2-noQUD,13,none.wav,11.21575
"[1729, 'Yes']",practice_trial,7,29,age2-noQUD,13,all.wav,11.21575
"[1638, 'No']",practice_trial,8,29,age2-noQUD,0,all.wav,11.21575
"[2128, 'Yes']",practice_trial,9,29,age2-noQUD,0,none.wav,11.21575
"[1729, 'No']",trial_1,11,29,age2-noQUD,2,all.wav,11.21575
"[2042, 'Yes']",trial_1,12,29,age2-noQUD,0,none.wav,11.21575
"[2177, 'No']",trial_1,13,29,age2-noQUD,0,summa.wav,11.21575
"[2004, 'No']",trial_1,14,29,age2-noQUD,5,four.wav,11.21575
"[1707, 'No']",trial_1,15,29,age2-noQUD,5,all.wav,11.21575
"[2211, 'Yes']",trial_1,16,29,age2-noQUD,8,summa.wav,11.21575
"[1683, 'Yes']",trial_1,17,29,age2-noQUD,13,all.wav,11.21575
"[1667, 'No']",trial_1,18,29,age2-noQUD,8,none.wav,11.21575
"[3384, 'Yes']",trial_1,19,29,age2-noQUD,13,summa.wav,11.21575
"[2410, 'No']",trial_1,20,29,age2-noQUD,13,eight.wav,11.21575
"[5732, 'No']",trial_1,21,29,age2-noQUD,11,thirteen.wav,11.21575
"[4836, 'Yes']",trial_1,22,29,age2-noQUD,13,summa.wav,11.21575
"[2969, 'Yes']",trial_1,23,29,age2-noQUD,8,eight.wav,11.21575
"[1758, 'Yes']",trial_1,24,29,age2-noQUD,2,two.wav,11.21575
"[2689, 'Yes']",trial_1,25,29,age2-noQUD,2,two.wav,11.21575
"[1803, 'No']",trial_1,26,29,age2-noQUD,8,eleven.wav,11.21575
"[1541, 'No']",trial_1,27,29,age2-noQUD,0,five.wav,11.21575
"[1482, 'Yes']",trial_1,28,29,age2-noQUD,13,all.wav,11.21575
"[1867, 'Yes']",trial_1,29,29,age2-noQUD,0,none.wav,11.21575
"[1447, 'Yes']",trial_1,30,29,age2-noQUD,2,two.wav,11.21575
"[1475, 'Yes']",trial_1,31,29,age2-noQUD,5,five.wav,11.21575
"[1395, 'Yes']",trial_1,32,29,age2-noQUD,13,all.wav,11.21575
"[3511, 'Yes']",trial_1,33,29,age2-noQUD,13,summa.wav,11.21575
"[4244, 'Yes']",trial_1,34,29,age2-noQUD,11,eleven.wav,11.21575
"[1758, 'No']",trial_1,35,29,age2-noQUD,5,ten.wav,11.21575
"[3525, 'No']",trial_1,36,29,age2-noQUD,11,all.wav,11.21575
"[3082, 'No']",trial_1,37,29,age2-noQUD,11,seven.wav,11.21575
"[2964, 'Yes']",trial_1,38,29,age2-noQUD,13,summa.wav,11.21575
"[2981, 'Yes']",trial_1,39,29,age2-noQUD,8,eight.wav,11.21575
"[1553, 'Yes']",trial_1,40,29,age2-noQUD,2,two.wav,11.21575
"[1423, 'Yes']",trial_1,41,29,age2-noQUD,13,all.wav,11.21575
"[2626, 'No']",trial_1,42,29,age2-noQUD,11,none.wav,11.21575
"[2501, 'Yes']",trial_1,43,29,age2-noQUD,5,summa.wav,11.21575
"[2048, 'No']",trial_1,44,29,age2-noQUD,0,eleven.wav,11.21575
"[1781, 'No']",trial_1,45,29,age2-noQUD,0,all.wav,11.21575
"[2073, 'No']",trial_1,46,29,age2-noQUD,0,summa.wav,11.21575
"[1573, 'Yes']",trial_2,47,29,age2-noQUD,13,all.wav,11.21575
"[2127, 'Yes']",trial_2,48,29,age2-noQUD,13,summa.wav,11.21575
"[3899, 'Yes']",trial_2,49,29,age2-noQUD,8,eight.wav,11.21575
"[1919, 'No']",trial_2,50,29,age2-noQUD,5,all.wav,11.21575
"[2105, 'No']",trial_2,51,29,age2-noQUD,0,summa.wav,11.21575
"[1985, 'Yes']",trial_2,52,29,age2-noQUD,13,summa.wav,11.21575
"[1817, 'No']",trial_2,53,29,age2-noQUD,5,two.wav,11.21575
"[3145, 'Yes']",trial_2,54,29,age2-noQUD,8,eight.wav,11.21575
"[5324, 'No']",trial_2,55,29,age2-noQUD,13,ten.wav,11.21575
"[1905, 'No']",trial_2,56,29,age2-noQUD,13,none.wav,11.21575
"[1675, 'Yes']",trial_2,57,29,age2-noQUD,2,two.wav,11.21575
"[2973, 'Yes']",trial_2,58,29,age2-noQUD,2,summa.wav,11.21575
"[1810, 'Yes']",trial_2,59,29,age2-noQUD,0,none.wav,11.21575
"[1702, 'Yes']",trial_2,60,29,age2-noQUD,13,all.wav,11.21575
"[1553, 'Yes']",trial_2,61,29,age2-noQUD,5,five.wav,11.21575
"[2960, 'No']",trial_2,62,29,age2-noQUD,11,one.wav,11.21575
"[2375, 'No']",trial_2,63,29,age2-noQUD,8,all.wav,11.21575
"[2738, 'No']",trial_2,64,29,age2-noQUD,0,three.wav,11.21575
"[2347, 'No']",trial_2,65,29,age2-noQUD,0,all.wav,11.21575
"[1768, 'No']",trial_2,66,29,age2-noQUD,11,all.wav,11.21575
"[3327, 'Yes']",trial_2,67,29,age2-noQUD,13,all.wav,11.21575
"[1679, 'Yes']",trial_2,68,29,age2-noQUD,5,five.wav,11.21575
"[2479, 'Yes']",trial_2,69,29,age2-noQUD,11,summa.wav,11.21575
"[2126, 'No']",trial_2,70,29,age2-noQUD,0,summa.wav,11.21575
"[1555, 'Yes']",trial_2,71,29,age2-noQUD,2,two.wav,11.21575
"[2027, 'Yes']",trial_2,72,29,age2-noQUD,13,summa.wav,11.21575
"[9123, 'Yes']",trial_2,73,29,age2-noQUD,11,eleven.wav,11.21575
"[1855, 'No']",trial_2,74,29,age2-noQUD,5,nine.wav,11.21575
"[3711, 'Yes']",trial_2,75,29,age2-noQUD,8,eight.wav,11.21575
"[2869, 'No']",trial_2,76,29,age2-noQUD,13,five.wav,11.21575
"[1594, 'Yes']",trial_2,77,29,age2-noQUD,13,all.wav,11.21575
"[1949, 'Yes']",trial_2,78,29,age2-noQUD,0,none.wav,11.21575
"[1827, 'No']",trial_2,79,29,age2-noQUD,2,none.wav,11.21575
"[2583, 'No']",trial_2,80,29,age2-noQUD,2,twelve.wav,11.21575
"[3178, 'Yes']",trial_2,81,29,age2-noQUD,13,summa.wav,11.21575
"[2536, 'No']",trial_2,82,29,age2-noQUD,8,two.wav,11.21575
"[0, 'Mary']",bot_check,1,30,age2-noQUD,Mary,,10.251216666666666
"[0, 'Four']",audio_check,3,30,age2-noQUD,,,10.251216666666666
"[4117, 'No']",practice_trial,6,30,age2-noQUD,13,none.wav,10.251216666666666
"[1382, 'Yes']",practice_trial,7,30,age2-noQUD,13,all.wav,10.251216666666666
"[1983, 'No']",practice_trial,8,30,age2-noQUD,0,all.wav,10.251216666666666
"[1083, 'Yes']",practice_trial,9,30,age2-noQUD,0,none.wav,10.251216666666666
"[8614, 'No']",trial_1,11,30,age2-noQUD,11,thirteen.wav,10.251216666666666
"[2717, 'No']",trial_1,12,30,age2-noQUD,0,summa.wav,10.251216666666666
"[1566, 'No']",trial_1,13,30,age2-noQUD,0,five.wav,10.251216666666666
"[1925, 'Yes']",trial_1,14,30,age2-noQUD,8,summa.wav,10.251216666666666
"[4026, 'Yes']",trial_1,15,30,age2-noQUD,13,summa.wav,10.251216666666666
"[5722, 'Yes']",trial_1,16,30,age2-noQUD,13,summa.wav,10.251216666666666
"[1700, 'No']",trial_1,17,30,age2-noQUD,2,all.wav,10.251216666666666
"[1375, 'Yes']",trial_1,18,30,age2-noQUD,13,all.wav,10.251216666666666
"[4808, 'No']",trial_1,19,30,age2-noQUD,8,eleven.wav,10.251216666666666
"[2069, 'No']",trial_1,20,30,age2-noQUD,5,four.wav,10.251216666666666
"[1828, 'No']",trial_1,21,30,age2-noQUD,8,none.wav,10.251216666666666
"[1327, 'Yes']",trial_1,22,30,age2-noQUD,2,two.wav,10.251216666666666
"[1717, 'Yes']",trial_1,23,30,age2-noQUD,0,none.wav,10.251216666666666
"[1191, 'Yes']",trial_1,24,30,age2-noQUD,13,all.wav,10.251216666666666
"[2516, 'No']",trial_1,25,30,age2-noQUD,13,eight.wav,10.251216666666666
"[3891, 'Yes']",trial_1,26,30,age2-noQUD,8,eight.wav,10.251216666666666
"[1694, 'No']",trial_1,27,30,age2-noQUD,5,all.wav,10.251216666666666
"[1346, 'Yes']",trial_1,28,30,age2-noQUD,2,two.wav,10.251216666666666
"[1842, 'Yes']",trial_1,29,30,age2-noQUD,5,summa.wav,10.251216666666666
"[1942, 'Yes']",trial_1,30,30,age2-noQUD,0,none.wav,10.251216666666666
"[2777, 'Yes']",trial_1,31,30,age2-noQUD,8,eight.wav,10.251216666666666
"[4010, 'Yes']",trial_1,32,30,age2-noQUD,13,summa.wav,10.251216666666666
"[1628, 'No']",trial_1,33,30,age2-noQUD,0,all.wav,10.251216666666666
"[1072, 'Yes']",trial_1,34,30,age2-noQUD,13,all.wav,10.251216666666666
"[1632, 'No']",trial_1,35,30,age2-noQUD,11,all.wav,10.251216666666666
"[4955, 'Yes']",trial_1,36,30,age2-noQUD,11,eleven.wav,10.251216666666666
"[1539, 'No']",trial_1,37,30,age2-noQUD,0,summa.wav,10.251216666666666
"[1299, 'Yes']",trial_1,38,30,age2-noQUD,2,two.wav,10.251216666666666
"[1557, 'No']",trial_1,39,30,age2-noQUD,0,eleven.wav,10.251216666666666
"[1427, 'Yes']",trial_1,40,30,age2-noQUD,5,five.wav,10.251216666666666
"[1683, 'No']",trial_1,41,30,age2-noQUD,11,none.wav,10.251216666666666
"[1673, 'Yes']",trial_1,42,30,age2-noQUD,2,two.wav,10.251216666666666
"[1234, 'Yes']",trial_1,43,30,age2-noQUD,13,all.wav,10.251216666666666
"[1631, 'No']",trial_1,44,30,age2-noQUD,5,ten.wav,10.251216666666666
"[2393, 'No']",trial_1,45,30,age2-noQUD,11,seven.wav,10.251216666666666
"[3732, 'No']",trial_1,46,30,age2-noQUD,13,summa.wav,10.251216666666666
"[1900, 'No']",trial_2,47,30,age2-noQUD,13,none.wav,10.251216666666666
"[810, 'Yes']",trial_2,48,30,age2-noQUD,13,all.wav,10.251216666666666
"[3439, 'No']",trial_2,49,30,age2-noQUD,13,ten.wav,10.251216666666666
"[2076, 'No']",trial_2,50,30,age2-noQUD,0,summa.wav,10.251216666666666
"[1297, 'Yes']",trial_2,51,30,age2-noQUD,2,two.wav,10.251216666666666
"[870, 'Yes']",trial_2,52,30,age2-noQUD,13,all.wav,10.251216666666666
"[2022, 'No']",trial_2,53,30,age2-noQUD,11,one.wav,10.251216666666666
"[2077, 'Yes']",trial_2,54,30,age2-noQUD,8,eight.wav,10.251216666666666
"[3151, 'Yes']",trial_2,55,30,age2-noQUD,8,all.wav,10.251216666666666
"[2437, 'No']",trial_2,56,30,age2-noQUD,13,summa.wav,10.251216666666666
"[1140, 'Yes']",trial_2,57,30,age2-noQUD,5,five.wav,10.251216666666666
"[1400, 'No']",trial_2,58,30,age2-noQUD,5,all.wav,10.251216666666666
"[1539, 'Yes']",trial_2,59,30,age2-noQUD,0,none.wav,10.251216666666666
"[2041, 'No']",trial_2,60,30,age2-noQUD,5,two.wav,10.251216666666666
"[1960, 'Yes']",trial_2,61,30,age2-noQUD,8,eight.wav,10.251216666666666
"[1567, 'No']",trial_2,62,30,age2-noQUD,0,three.wav,10.251216666666666
"[2574, 'Yes']",trial_2,63,30,age2-noQUD,2,summa.wav,10.251216666666666
"[1572, 'No']",trial_2,64,30,age2-noQUD,13,summa.wav,10.251216666666666
"[2021, 'No']",trial_2,65,30,age2-noQUD,13,five.wav,10.251216666666666
"[2904, 'Yes']",trial_2,66,30,age2-noQUD,8,eight.wav,10.251216666666666
"[2132, 'No']",trial_2,67,30,age2-noQUD,2,none.wav,10.251216666666666
"[1771, 'No']",trial_2,68,30,age2-noQUD,0,all.wav,10.251216666666666
"[2382, 'No']",trial_2,69,30,age2-noQUD,5,nine.wav,10.251216666666666
"[1529, 'No']",trial_2,70,30,age2-noQUD,13,summa.wav,10.251216666666666
"[2354, 'Yes']",trial_2,71,30,age2-noQUD,11,eleven.wav,10.251216666666666
"[1467, 'No']",trial_2,72,30,age2-noQUD,11,all.wav,10.251216666666666
"[1855, 'No']",trial_2,73,30,age2-noQUD,13,summa.wav,10.251216666666666
"[1378, 'Yes']",trial_2,74,30,age2-noQUD,5,five.wav,10.251216666666666
"[1927, 'No']",trial_2,75,30,age2-noQUD,8,two.wav,10.251216666666666
"[2428, 'Yes']",trial_2,76,30,age2-noQUD,0,none.wav,10.251216666666666
"[1557, 'No']",trial_2,77,30,age2-noQUD,0,summa.wav,10.251216666666666
"[1207, 'Yes']",trial_2,78,30,age2-noQUD,13,all.wav,10.251216666666666
"[2042, 'Yes']",trial_2,79,30,age2-noQUD,11,summa.wav,10.251216666666666
"[1454, 'Yes']",trial_2,80,30,age2-noQUD,2,two.wav,10.251216666666666
"[1024, 'Yes']",trial_2,81,30,age2-noQUD,13,all.wav,10.251216666666666
"[1812, 'No']",trial_2,82,30,age2-noQUD,2,twelve.wav,10.251216666666666
"[0, 'Sarah']",bot_check,1,31,age2-noQUD,Sarah,,10.559966666666666
"[0, 'Four']",audio_check,3,31,age2-noQUD,,,10.559966666666666
"[2115, 'No']",practice_trial,6,31,age2-noQUD,13,none.wav,10.559966666666666
"[1480, 'Yes']",practice_trial,7,31,age2-noQUD,13,all.wav,10.559966666666666
"[3856, 'No']",practice_trial,8,31,age2-noQUD,0,all.wav,10.559966666666666
"[2758, 'Yes']",practice_trial,9,31,age2-noQUD,0,none.wav,10.559966666666666
"[2482, 'No']",trial_1,11,31,age2-noQUD,0,summa.wav,10.559966666666666
"[2560, 'No']",trial_1,12,31,age2-noQUD,5,all.wav,10.559966666666666
"[1831, 'Yes']",trial_1,13,31,age2-noQUD,13,all.wav,10.559966666666666
"[1891, 'No']",trial_1,14,31,age2-noQUD,2,all.wav,10.559966666666666
"[1895, 'No']",trial_1,15,31,age2-noQUD,8,none.wav,10.559966666666666
"[2023, 'Yes']",trial_1,16,31,age2-noQUD,0,none.wav,10.559966666666666
"[3393, 'Yes']",trial_1,17,31,age2-noQUD,8,eight.wav,10.559966666666666
"[2150, 'No']",trial_1,18,31,age2-noQUD,0,five.wav,10.559966666666666
"[2023, 'Yes']",trial_1,19,31,age2-noQUD,13,all.wav,10.559966666666666
"[1800, 'Yes']",trial_1,20,31,age2-noQUD,2,two.wav,10.559966666666666
"[2249, 'No']",trial_1,21,31,age2-noQUD,5,four.wav,10.559966666666666
"[1706, 'Yes']",trial_1,22,31,age2-noQUD,2,two.wav,10.559966666666666
"[9032, 'No']",trial_1,23,31,age2-noQUD,11,thirteen.wav,10.559966666666666
"[5147, 'No']",trial_1,24,31,age2-noQUD,8,eleven.wav,10.559966666666666
"[2280, 'Yes']",trial_1,25,31,age2-noQUD,8,summa.wav,10.559966666666666
"[4698, 'Yes']",trial_1,26,31,age2-noQUD,13,summa.wav,10.559966666666666
"[2820, 'Yes']",trial_1,27,31,age2-noQUD,13,summa.wav,10.559966666666666
"[3265, 'Yes']",trial_1,28,31,age2-noQUD,13,eight.wav,10.559966666666666
"[1801, 'Yes']",trial_1,29,31,age2-noQUD,13,all.wav,10.559966666666666
"[5592, 'Yes']",trial_1,30,31,age2-noQUD,11,eleven.wav,10.559966666666666
"[1675, 'Yes']",trial_1,31,31,age2-noQUD,2,two.wav,10.559966666666666
"[2343, 'No']",trial_1,32,31,age2-noQUD,11,none.wav,10.559966666666666
"[5433, 'Yes']",trial_1,33,31,age2-noQUD,8,eight.wav,10.559966666666666
"[1644, 'Yes']",trial_1,34,31,age2-noQUD,2,two.wav,10.559966666666666
"[2248, 'Yes']",trial_1,35,31,age2-noQUD,5,summa.wav,10.559966666666666
"[2121, 'No']",trial_1,36,31,age2-noQUD,11,all.wav,10.559966666666666
"[6047, 'Yes']",trial_1,37,31,age2-noQUD,11,seven.wav,10.559966666666666
"[2692, 'Yes']",trial_1,38,31,age2-noQUD,5,five.wav,10.559966666666666
"[1707, 'Yes']",trial_1,39,31,age2-noQUD,13,all.wav,10.559966666666666
"[1802, 'Yes']",trial_1,40,31,age2-noQUD,0,none.wav,10.559966666666666
"[2057, 'No']",trial_1,41,31,age2-noQUD,0,summa.wav,10.559966666666666
"[1676, 'Yes']",trial_1,42,31,age2-noQUD,13,summa.wav,10.559966666666666
"[2439, 'No']",trial_1,43,31,age2-noQUD,5,ten.wav,10.559966666666666
"[2598, 'Yes']",trial_1,44,31,age2-noQUD,13,summa.wav,10.559966666666666
"[2058, 'No']",trial_1,45,31,age2-noQUD,0,all.wav,10.559966666666666
"[2181, 'No']",trial_1,46,31,age2-noQUD,0,eleven.wav,10.559966666666666
"[1899, 'No']",trial_2,47,31,age2-noQUD,5,all.wav,10.559966666666666
"[2088, 'Yes']",trial_2,48,31,age2-noQUD,13,summa.wav,10.559966666666666
"[1514, 'Yes']",trial_2,49,31,age2-noQUD,13,all.wav,10.559966666666666
"[4892, 'Yes']",trial_2,50,31,age2-noQUD,13,ten.wav,10.559966666666666
"[3074, 'No']",trial_2,51,31,age2-noQUD,13,none.wav,10.559966666666666
"[2121, 'No']",trial_2,52,31,age2-noQUD,8,all.wav,10.559966666666666
"[1640, 'Yes']",trial_2,53,31,age2-noQUD,5,five.wav,10.559966666666666
"[3076, 'Yes']",trial_2,54,31,age2-noQUD,13,summa.wav,10.559966666666666
"[2352, 'Yes']",trial_2,55,31,age2-noQUD,5,two.wav,10.559966666666666
"[1548, 'Yes']",trial_2,56,31,age2-noQUD,13,all.wav,10.559966666666666
"[3920, 'Yes']",trial_2,57,31,age2-noQUD,8,eight.wav,10.559966666666666
"[2755, 'Yes']",trial_2,58,31,age2-noQUD,8,eight.wav,10.559966666666666
"[1960, 'No']",trial_2,59,31,age2-noQUD,0,summa.wav,10.559966666666666
"[1557, 'Yes']",trial_2,60,31,age2-noQUD,2,two.wav,10.559966666666666
"[1960, 'No']",trial_2,61,31,age2-noQUD,0,three.wav,10.559966666666666
"[2121, 'Yes']",trial_2,62,31,age2-noQUD,2,summa.wav,10.559966666666666
"[1866, 'Yes']",trial_2,63,31,age2-noQUD,11,one.wav,10.559966666666666
"[1861, 'Yes']",trial_2,64,31,age2-noQUD,0,none.wav,10.559966666666666
"[2295, 'No']",trial_2,65,31,age2-noQUD,11,all.wav,10.559966666666666
"[2408, 'Yes']",trial_2,66,31,age2-noQUD,8,two.wav,10.559966666666666
"[4733, 'Yes']",trial_2,67,31,age2-noQUD,11,eleven.wav,10.559966666666666
"[1609, 'Yes']",trial_2,68,31,age2-noQUD,2,two.wav,10.559966666666666
"[1641, 'Yes']",trial_2,69,31,age2-noQUD,13,summa.wav,10.559966666666666
"[2025, 'No']",trial_2,70,31,age2-noQUD,0,summa.wav,10.559966666666666
"[1642, 'Yes']",trial_2,71,31,age2-noQUD,13,all.wav,10.559966666666666
"[1673, 'Yes']",trial_2,72,31,age2-noQUD,11,summa.wav,10.559966666666666
"[1708, 'Yes']",trial_2,73,31,age2-noQUD,13,five.wav,10.559966666666666
"[2026, 'No']",trial_2,74,31,age2-noQUD,2,none.wav,10.559966666666666
"[1960, 'Yes']",trial_2,75,31,age2-noQUD,13,summa.wav,10.559966666666666
"[3999, 'Yes']",trial_2,76,31,age2-noQUD,8,eight.wav,10.559966666666666
"[2946, 'No']",trial_2,77,31,age2-noQUD,2,twelve.wav,10.559966666666666
"[1896, 'No']",trial_2,78,31,age2-noQUD,0,all.wav,10.559966666666666
"[2088, 'Yes']",trial_2,79,31,age2-noQUD,0,none.wav,10.559966666666666
"[1993, 'Yes']",trial_2,80,31,age2-noQUD,5,five.wav,10.559966666666666
"[1452, 'Yes']",trial_2,81,31,age2-noQUD,13,all.wav,10.559966666666666
